"","ID","x","y","BIOME.Name"
"Boreal Forests/Taiga.2528",2528,118.916666666667,68.5833333333333,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2679",2679,101.416666666667,63.5833333333333,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2557",2557,131.916666666667,69.4166666666667,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2841",2841,-103.25,57.0833333333333,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2512",2512,85.5833333333333,62.25,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2729",2729,-148.25,65.4166666666667,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2874",2874,114.75,54.0833333333333,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2856",2856,-89.0833333333333,49.25,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2863",2863,-119.416666666667,60.25,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2898",2898,-97.4166666666667,55.75,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2603",2603,-91.9166666666667,55.0833333333333,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2554",2554,95.0833333333333,54.9166666666667,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2880",2880,-105.75,56.25,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2721",2721,119.583333333333,52.75,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2806",2806,115.25,63.9166666666667,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2572",2572,-101.25,58.4166666666667,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2684",2684,-128.916666666667,58.5833333333333,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2546",2546,63.4166666666667,59.0833333333333,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2585",2585,-96.9166666666667,55.0833333333333,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2618",2618,77.9166666666666,61.5833333333333,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2734",2734,150.916666666667,69.0833333333333,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2824",2824,144.583333333333,68.0833333333333,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2692",2692,-132.916666666667,61.4166666666667,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2578",2578,108.583333333333,68.0833333333333,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2867",2867,128.916666666667,54.5833333333333,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2975",2975,-20.75,65.5833333333333,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2789",2789,78.0833333333333,57.9166666666667,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2700",2700,133.75,56.75,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2870",2870,113.916666666667,61.9166666666667,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2912",2912,33.25,61.25,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2774",2774,78.9166666666666,58.4166666666667,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2695",2695,-110.916666666667,63.75,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2703",2703,84.75,62.9166666666667,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2609",2609,-64.4166666666667,51.5833333333333,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2781",2781,41.4166666666667,64.9166666666667,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2584",2584,114.25,52.5833333333333,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2778",2778,122.416666666667,59.5833333333333,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2808",2808,33.9166666666667,60.25,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2673",2673,115.416666666667,63.4166666666667,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2697",2697,132.416666666667,50.25,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2559",2559,45.0833333333333,56.5833333333333,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2875",2875,130.25,60.75,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2782",2782,138.25,56.75,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2915",2915,152.75,64.4166666666667,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2910",2910,103.916666666667,66.4166666666667,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2807",2807,-153.083333333333,63.5833333333333,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2827",2827,47.9166666666667,60.75,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2955",2955,-71.25,50.5833333333333,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2779",2779,-108.416666666667,61.0833333333333,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2971",2971,121.916666666667,57.5833333333333,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2642",2642,-75.25,50.25,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2717",2717,164.083333333333,67.5833333333333,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2935",2935,-70.25,51.4166666666667,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2771",2771,-89.0833333333333,49.0833333333333,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2821",2821,109.583333333333,68.75,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2623",2623,-88.25,55.0833333333333,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2594",2594,131.916666666667,67.4166666666667,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2590",2590,14.75,64.0833333333333,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2891",2891,-155.916666666667,65.4166666666667,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2925",2925,109.916666666667,61.25,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2656",2656,32.0833333333333,61.4166666666667,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2905",2905,64.25,62.0833333333333,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2822",2822,49.5833333333333,65.25,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2803",2803,89.0833333333333,60.9166666666667,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2748",2748,24.0833333333333,64.25,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2654",2654,-69.0833333333333,58.75,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2937",2937,117.25,65.5833333333333,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2637",2637,102.25,69.4166666666667,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2756",2756,-158.083333333333,66.25,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2741",2741,34.25,63.9166666666667,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2715",2715,-59.0833333333333,48.5833333333333,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2621",2621,-75.5833333333333,56.75,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2820",2820,25.4166666666667,63.0833333333333,"Boreal Forests/Taiga"
"Boreal Forests/Taiga.2761",2761,126.583333333333,59.9166666666667,"Boreal Forests/Taiga"
